id,text,category
1347,My card won't physically work.,card_not_working
2802,i was charged when i used a us issued card. why and what cards are free to use to add money,top_up_by_card_charge
7306,"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",transfer_fee_charged
7853,How do I get a spare card?,getting_spare_card
7813,Is there a charge for sending out more cards?,getting_spare_card
2241,How can I get paid in a different currency?,receiving_money
2829,"The day before yesterday, I performed a transfer within the country. It still has not completed. Can you check on that? The account number is definitely correct, as I've checked.",transfer_not_received_by_recipient
548,Can you unblock my pin after too many wrong pin attempts?,pin_blocked
2764,"I have done a transfer within the country a couple days ago, but it's still not there yet. Can you please check what's going on with that, the account number definitely is the right one, I've checked that several times already.",transfer_not_received_by_recipient
3590,"One of my card payments, I don't recognise the name of the merchant.",card_payment_not_recognised
605,Why is there an extra fee charged?,extra_charge_on_statement
2564,Exchange rate for my cash withdrawal is wrong,wrong_exchange_rate_for_cash_withdrawal
608,Are there any sort of fees involved for top of transfers?,top_up_by_bank_transfer_charge
6127,Can you tell me why my transfer is pending still?,pending_transfer
6323,What happens when I am charged twice?,transaction_charged_twice
2355,The amount of cash I received was not the full amount,wrong_amount_of_cash_received
7626,I want to take some funds from my other bank account and add them to this one.,transfer_into_account
3805,If my identy verifacation hasn't gone through can I use my account?,why_verify_identity
7434,I tried to make a transfer like five different times. Why won't your system let me? Is it broke?,failed_transfer
405,"Hi, I am disappointed to see such a bad exchange rate and hope you can assist me. Would you be able to confirm the official interbank exchange rate for me?",card_payment_wrong_exchange_rate
6682,When will my account receive the money?,transfer_timing
29,i want to track the card you sent,card_arrival
596,How do I enable contactless pay?,contactless_not_working
5465,I did not get the item I ordered.  How should I go about this?  Should I just cancel my order or my payment?  Please help me.,request_refund
1137,My address has changed. How do I report it?,edit_personal_details
9863,What are the steps for the identity checks?,verify_my_identity
6090,Why is the transfer still pending?  Can I do something?,pending_transfer
1816,"What is the reason when I tried to pay contactless at the bus, it didnt work?",contactless_not_working
8752,Why is my transfer not showing,balance_not_updated_after_bank_transfer
8140,Show me where to order my card.,order_physical_card
1325,Can friends add to my account,topping_up_by_card
2481,I want a card. What is the procedure?,order_physical_card
6305,What should I do with my stuck ATM?,card_swallowed
1440,Do all ATMs take this card?,atm_support
1912,Can third party fees affect a transfer?,top_up_by_bank_transfer_charge
8175,My throwaway virtual card won't work,virtual_card_not_working
846,How can the recipient see my money transaction?,transfer_not_received_by_recipient
2265,Can my friends send me money?,receiving_money
431,The item i bought exchanged rate was incorrect.,card_payment_wrong_exchange_rate
2053,Will my transfer immediately show up in my account?,transfer_timing
5644,I have tried a couple of times to make a purchase and my card keeps getting declined. Why do you keep denying my transfers? I have already tried a couple of times and it's not working.,declined_transfer
9897,Can you tell me the countries you operate in?,country_support
3771,Why do you have an identity check?,why_verify_identity
5782,Did I not get my refund? I don't see it.,Refund_not_showing_up
1956,"I tried to top up, but it didn't finish.",pending_top_up
820,How long will it take for my cash withdrawal to no longer show as pending?,pending_cash_withdrawal
1085,I did not make this card payment.,card_payment_not_recognised
2864,I sent a transfer to a friend that needs it urgently. It has already been 2 hours and still hasn't come through to her. How long does it normally take?,transfer_not_received_by_recipient
1978,Why was I charged multiple times for the same thing?,transaction_charged_twice
2070,What would the approximate delivery date be if I transferred something urgently to China?,transfer_timing
1556,I need a new passcode.,passcode_forgotten
6803,I purchased something about one to two weeks ago but for some reason the payment was returned to my account today even though I've already received one of the items. Can you tell me what's going on?,reverted_card_payment?
490,I think there was an error in your exchange rate.,card_payment_wrong_exchange_rate
4879,Help! I've forgot my app passcode!,passcode_forgotten
4031,What can you tell me about the card PIN?,get_physical_card
1561,How old do I need to be?,age_limit
1524,I lost my password,passcode_forgotten
1235,auto-top up option can be found where?,automatic_top_up
5420,I want to cancel my purchase,request_refund
1991,I'm still waiting for the top-up!,pending_top_up
4599,What's the closest place to withdraw money?,atm_support
6695,"I'm having money transferred from Europe, how long will this take?",transfer_timing
4024,Where should I look for my PIN number at?,get_physical_card
5967,Whats the reason for my payment being declined? It looked like everything went through ok and my account was good.,declined_card_payment
5708,I can not find my refund.,Refund_not_showing_up
2877,I just got this card & I don't know how to activate it.,activate_my_card
1493,"There was a transaction from two weeks ago from a business that I don't know. I'm fairly certain it wasn't me who made it, but is it an option to trace it to confirm?",direct_debit_payment_not_recognised
2168,I am trying to revert a transcation I did this morning,cancel_transfer
3927,The app won't identify me.,unable_to_verify_identity
2804,My transfer isn't in,transfer_not_received_by_recipient
1042,How long is delivery to the US?,card_delivery_estimate
8292,My rate is not right when I used my card in a different country's money.,wrong_exchange_rate_for_cash_withdrawal
5113,How long will it take for my payment to go through?,pending_card_payment
965,How can I exchange to EUR?,fiat_currency_support
2348,How do I do an international transfer?,transfer_into_account
9724,I can't get my Google Pay Top to work. Are there any issues on your end?,apple_pay_or_google_pay
3491,I'm using the app and I noticed a payment that I didn't make.,card_payment_not_recognised
7336,I am paid by my employer in GBP; do I need to do anything in the app to indicate this?,receiving_money
3131,Are there any places that won't take my card?,card_acceptance
2819,I sent money to someone but they haven't gotten it yet,transfer_not_received_by_recipient
4577,Please provide me a list of ATMs that accept my card.,atm_support
4464,How do I stop fraud to my account?,compromised_card
5814,Are the funds I requested from a merchant a few days ago in my account? I do not see them.,Refund_not_showing_up
4063,still need to get card pin,get_physical_card
3744,How can I update my personal information after moving?,edit_personal_details
1910,Is there a cost to receive money?,top_up_by_bank_transfer_charge
2541,I think a fee was applied for paying with a card.,card_payment_fee_charged
9890,Can the card be mailed to Europe?,country_support
4314,I don't see my top up in my wallet.,topping_up_by_card
1079,"I sent you a cheque couple days ago, nothing happened to my account yet! This is unacceptable, where is my money??",balance_not_updated_after_cheque_or_cash_deposit
4369,How many disposable virtual cards can you have?,disposable_card_limits
1654,"My son has just turned 13, is he old enough for an account?",age_limit
2177,I want to take back my transaction,cancel_transfer
2530,Why is there a fee for using my card?,card_payment_fee_charged
9961,Can I get a card although I'm not in the UK,country_support
1327,Why can't I see my topup in my wallet anymore?,topping_up_by_card
3172,Seems like my top up has been cancelled,top_up_reverted
3158,For what reason did my top-up get cancelled?,top_up_reverted
788,The machine didn't work earlier when I went to get money out and now my account says transaction in progress.Why?,pending_cash_withdrawal
8686,How long do I need to wait to see an update after I make a bank transfer?,balance_not_updated_after_bank_transfer
1400,I think someone is using my card to make transactions I don't remember.,compromised_card
2398,Is there a verification code for top-ups?,verify_top_up
5550,I have transfered to my account before but it is being declined now?,declined_transfer
3327,I did a cash deposit to my account but my balance is still the same. What happened?,balance_not_updated_after_cheque_or_cash_deposit
1908,what is the fee for a transfer into my account,top_up_by_bank_transfer_charge
6365,Why did I get charged twice for the same thing,transaction_charged_twice
7011,I got a message that my transfer is not possible.  What is happening?  I need this to go through please.,beneficiary_not_allowed
1063,Why didn't my balance update after my cash or checque deposit?,balance_not_updated_after_cheque_or_cash_deposit
9058,I need to exchange some foreign currency. What's the charge for doing that?,exchange_charge
1847,How much does a transfer cost?,top_up_by_bank_transfer_charge
5498,How do I cancel a purchase?,request_refund
2363,Why do I have to verify the top-up that I started?,verify_top_up
5223,I made a payment that seems to be stuck. It's been a couple of days already. Can you tell me how long it will take?,pending_card_payment
2259,Please tell me the limit to topping-up.,top_up_limits
1975,Yesterday I topped up my card. Why didn't it complete as it still pending?,pending_top_up
7710,Where can I find the verification code for the card top-up?,verify_top_up
4894,I can't get into the app with the passcode.,passcode_forgotten
5237,Why is the payment from my card still pending?,pending_card_payment
7456,My transfer failed when I tried.,failed_transfer
1464,Whats types of currency can I exchange?,exchange_via_app
1562,What are age requirements for opening an account?,age_limit
9967,Can I have a card even if I am not living in the UK?,country_support
7037,Are there restrictions to transfers to certain accounts?,beneficiary_not_allowed
1753,I accidentally put in the wrong pin too many times and now I need to unblock it. Can you assist with this?,pin_blocked
8157,Will you charge for a physical card?,order_physical_card
2813,What are the top-up fees?,top_up_by_card_charge
2787,Why hasn't the money transfer arrived yet?,transfer_not_received_by_recipient
6661,When will the money from a transfer be made available on my account?,transfer_timing
413,I was charged the wing amount for an item.,card_payment_wrong_exchange_rate
373,Can a card stop working?,card_not_working
1789,Why can't I see a recent refund in my statement?,Refund_not_showing_up
1109,Can it be delivered on a certain date?,card_delivery_estimate
2098,I have a payment listed as cancelled.,reverted_card_payment?
8694,Why hasn't my account updated to reflect my current balance?,balance_not_updated_after_bank_transfer
638,Can you tell me the total cost of a transfer?,top_up_by_bank_transfer_charge
8756,What's the normal time frame for a transfer from a UK account? After just making a transfer it doesn't appear at all. I need to know if things went okay.,balance_not_updated_after_bank_transfer
759,What are the top-up limits?,top_up_limits
9194,It won't let me activate my card.,activate_my_card
5872,Why has my payment been declined? I paid by card.,declined_card_payment
6402,I have been charged twice on my statement.,transaction_charged_twice
9170,How much is it to use my US debit or credit card to top up?,top_up_by_card_charge
7572,Can I add money to my account via bank transfer?,transfer_into_account
2851,"I just transferred my friend money, but she hasn't received it yet, and it's been a few hours. Can you tell me when to expect it to go through?",transfer_not_received_by_recipient
8928,"Someone stole my account, there's a withdrawal but it wasn't me, can we put a stop to it please?",cash_withdrawal_not_recognised
1411,What do I do if I think my card was improperly used?,compromised_card
366,How do I know what the exchange rate will be when I make an exchange.,exchange_rate
2287,What is the max top-up?,top_up_limits
2149,Which cash machines will allow me to change my PIN?,change_pin
6909,Can I change my PIN?,change_pin
2889,Will my other US credit card be accepted?,supported_cards_and_currencies
1596,Could my daughter open an account?,age_limit
4278,I wasn't able to use my top up card because the money I put on there wasn't there anymore,topping_up_by_card
9110,How much is the charge to top up via credit card?,top_up_by_card_charge
2854,when will my transfer arrive,transfer_not_received_by_recipient
4499,What steps can I take if someone else is using my card?,compromised_card
3731,How do I update my address?,edit_personal_details
3432,I am still waiting for the cash to be returned from a cheque I deposited!,balance_not_updated_after_cheque_or_cash_deposit
9808,What forms of ID do you need for identity verification?,verify_my_identity
467,I noticed that the exchange rate applied to a recent purchase I made abroad was incorrect.,card_payment_wrong_exchange_rate
419,"I just saw the exchange rate you use, but it's so bad that I can't believe that it's the official interbank exchange rate! Is this truly the official interbank exchange rate?",card_payment_wrong_exchange_rate
2241,need to know if there is a maximum i can top up,top_up_limits
9021,Can I have a discount if I exchange currency often?,exchange_charge
5075,I attempted to get money in cash but it was refused!,declined_cash_withdrawal
3038,What is the best way to get my virtual card?,getting_virtual_card
6414,After taking over my card transactions I noticed that was charged twice for a restaurant purchased from earlier this week. Can you please remove one of these transactions from my account since it is not accurate?,transaction_charged_twice
2434,I received the wrong amount of cash.,wrong_amount_of_cash_received
609,Is it possible to get a transfer from SWIFT?,top_up_by_bank_transfer_charge
1818,Will there be a charge for topping up by account with a SEPA transfer?,top_up_by_bank_transfer_charge
6908,Is there a way yo change my PIN?,change_pin
1454,how to exchange currencies,exchange_via_app
2031,Can you tell me what is wrong ? I top-up with you all the time but this time it just shows my top-up as pending. What is happening?,pending_top_up
723,I had to pay one pound more than the set price!,extra_charge_on_statement
7287,Can you explain the transfer fee that I was charged?,transfer_fee_charged
3066,"I need a card, but I'm in the US at the moment.",country_support
1766,Where do I unblock my PIN?,pin_blocked
1751,How many times can I enter a wrong PIN before it is blocked?,pin_blocked
3549,I did not charge my account for that transaction.  That's an error.,card_payment_not_recognised
5575,"I tried to buy something and it was declined and my transfers keep getting declined, Why?",declined_transfer
2831,Are there any fees for top ups?,top_up_by_card_charge
3979,Why hasn't the app verified my identity?,unable_to_verify_identity
4555,Do I have to use a bank approved ATM to withdraw money?,atm_support
9384,How much money can I withdraw before fees? I noticed a fee on my card but I didn't think I had hit the limit of how much I could withdraw in a month.,cash_withdrawal_charge
5415,I'd like to discuss an order I placed quite a long time ago. I have yet to receive it and am growing upset.  I want a refund as I now refuse to pay for the product.,request_refund
3907,My identity wasn't verified,unable_to_verify_identity
9434,Why am I being charge a fee when using an ATM?,cash_withdrawal_charge
494,What is the age to open an account?,age_limit
3824,Is my account accessible even though my verification of my identity has not passed yet?,why_verify_identity
8206,I have a disposable card but it does not work?,virtual_card_not_working
305,Where can I find your exchange rates?,exchange_rate
694,"This is URGENT, I typed the wrong payment information for a payment I needed to make and have clicked send, I need to reverse the transaction immediately.",cancel_transfer
6294,how to get new card after atm eats it,card_swallowed
1341,How can I get my card to work?,card_not_working
7580,How can my account have money transferred into it?,transfer_into_account
4370,Can you tell me the restrictions for the disposable cards?,disposable_card_limits
6771,HELP. My account has been deducted already and the Seller says they haven't received the money yet? When can they expect it?,reverted_card_payment?
3371,I updated by balance with a cheque yesterday but it isn't showing on my account. Did something go wrong?,balance_not_updated_after_cheque_or_cash_deposit
1154,Does the app top up automatically?,automatic_top_up
1419,Is this app capable of exchanging currencies?,exchange_via_app
8916,How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,cash_withdrawal_not_recognised
4263,"I used my card to top up, but now I don't see the money in my account.",topping_up_by_card
9112,What do you charge to top up US cards?,top_up_by_card_charge
7834,How many cards am I allowed?,getting_spare_card
7477,"My transfer failed, why did that happen?",failed_transfer
9041,Is it free to exchange currency?,exchange_charge
7716,How do I verify the top-up?,verify_top_up
2781,Why hasn't arrived yet a transaction I did to my friend?,transfer_not_received_by_recipient
9907,Are you located in other countries?,country_support
4531,My card must have used my card as there are some transactions that I haven't done myself..,compromised_card
621,What is the fee to receive money?,top_up_by_bank_transfer_charge
3807,Why do you need so much information about me,why_verify_identity
1808,My contactless stopped working today no matter where I try to use it. How do I get it to start working again?,contactless_not_working
8297,The amount of cash I requested to withdrawal did not match what I received when exchanged,wrong_exchange_rate_for_cash_withdrawal
9739,my google pay seems to be acting up.,apple_pay_or_google_pay
6514,Can you tell me how I would go about learning where my funds came from?,verify_source_of_funds
6581,Where can I check out the source of available funds in my account?,verify_source_of_funds
4664,This debit is not my transcation. How do I get my money out back?,direct_debit_payment_not_recognised
4277,The money disappeared when I tried to use my card to top up.,topping_up_by_card
2974,"I would like to top up via credit card, which credit cards do you support?",supported_cards_and_currencies
2208,I am being charged a transfer fee aren't they free?,transfer_fee_charged
9842,im worried about fraud how do you protect my account,verify_my_identity
737,I would like to know why a withdraw I made for some cash shows up as pending.,pending_cash_withdrawal
277,How do I activate and link my new card?,card_linking
5493,My order needs to be canceled.,request_refund
8667,My money hasn't been transferred yet.,balance_not_updated_after_bank_transfer
3018,What should I do to verify my identity?,verify_my_identity
3870,What if I don't want to disclose all of my identity details?,why_verify_identity
4982,I tried to withdraw cash from the ATM machine and it did not work. Can you tell me why?,declined_cash_withdrawal
3699,"I moved, can I edit my personal details?",edit_personal_details
4678,There are automatic debits on my account that I did not make.,direct_debit_payment_not_recognised
6027,Will my transfer be done soon?,pending_transfer
6993,"Can I change my pin at ATMs?  If so, what ones?",change_pin
6126,"My transfer is pending, why?",pending_transfer
1321,I haven't been able to complete any transactions on my card today. Do you know what's wrong?,card_not_working
713,Why is there a fee added to my statement?,extra_charge_on_statement
3792,What is the reason for the identity check,why_verify_identity
9981,Which countries are you in?,country_support
8110,how do I ask for a physical card?,order_physical_card
7178,Can you please tell me why I was charged an extra fee on my transfer?,transfer_fee_charged
4194,Is it possible to obtain both a Visa and a Mastercard from you?,visa_or_mastercard
1618,Why is there a pending transaction on my card?,pending_card_payment
7264,Why is there a fee on my money transfer?,transfer_fee_charged
2442,Can I top up with a cheque?,top_up_by_cash_or_cheque
274,Where in the app do I link a new card?,card_linking
1727,Why did a transfer get declined?,declined_transfer
9795,What do you need for the identity verification,verify_my_identity
8704,"Although I transferred some money, it has not as of yet, arrived.",balance_not_updated_after_bank_transfer
6223,I wish to remove my account.,terminate_account
7897,How many active cards can I have?,getting_spare_card
1152,I need to know the if there is a limit on the amount for auto top-up.,automatic_top_up
5915,Why is it saying my card payment is declined when I made it?,declined_card_payment
1097,There is a card payment I do not recognise.,card_payment_not_recognised
6076,Why is there a pending time on my transfer?,pending_transfer
9377,Am I charged more for using the ATM?,cash_withdrawal_charge
4710,I did not make a direct debit payment as listed on my app,direct_debit_payment_not_recognised
7270,I made a transfer and the person I transferred the money to didn't receive the right amount? Why did this happen and how do I get the rest of the money to them?,transfer_fee_charged
6488,I have to verify my source of funds.,verify_source_of_funds
917,What cards and currencies are supported?,supported_cards_and_currencies
1719,My account is locked because I used the wrong pin too many times.  Please help.p,pin_blocked
5427,I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,request_refund
4033,How do I find my PIN number?,get_physical_card
962,Can I use my card for payment all over the world?,card_acceptance
911,Can you tell me how many currencies I can hold?,fiat_currency_support
9381,I took out money and there is a fee.  Why?,cash_withdrawal_charge
2981,How can I use my American Express to add money into my account?,supported_cards_and_currencies
4434,Do the disposable cards have restrictions?,disposable_card_limits
7518,My transfer didn't complete. Why can't I access funds?,failed_transfer
7585,How can I move money from an account at another bank to this one?,transfer_into_account
5988,Tell me why my card payment was declined.,declined_card_payment
4865,I can't log into my account because I lost my password,passcode_forgotten
1673,My phone is lost.  What do I do to prevent someone from using the app?,lost_or_stolen_phone
227,I would like to link my card to my account.,card_linking
1068,What happened to the cash that I tried to deposit into my account? It's gone!,balance_not_updated_after_cheque_or_cash_deposit
614,Will a transfer incur a fee?,top_up_by_bank_transfer_charge
1063,How long will it take to get to the US?,card_delivery_estimate
2988,What currencies can be used for top up?,supported_cards_and_currencies
703,I don't understand why there is an extra €1 fee in my statement.,extra_charge_on_statement
3047,Do I get to have one of those virtual cards I've heard about?,getting_virtual_card
1119,In my statement there is a payment that is I do not recognize,card_payment_not_recognised
2659,I topped up but the app did not accept it.,top_up_failed
2281,Please help me make a transfer. I keep receiving an error and I'm trying to make the initial mortgage payment for a flat I'm buying. What is the deal here?,failed_transfer
1520,Someone stole my wallet with my card in it while vacationing in Spain. I really need my card blocked and a new one ordered.,lost_or_stolen_card
8188,My virtual car is not working.,virtual_card_not_working
703,How do I cancel my transfer?,cancel_transfer
851,Where is the transfer I started?,transfer_not_received_by_recipient
3310,"The cheque I sent a few days ago has not been deposited yet, what is the hold up?",balance_not_updated_after_cheque_or_cash_deposit
567,Why am I being charged more on exchange with things I bought abroad?,card_payment_wrong_exchange_rate
9741,is it possible to top-up with google pay.,apple_pay_or_google_pay
5432,Can I have my money refunded for an item,request_refund
1329,How do my friends top up my account,topping_up_by_card
6676,How long will a transfer take from Europe?,transfer_timing
78,My card hasn't arrived in the mail yet. I ordered it two weeks ago. What can I do?,card_arrival
4937,I can't get money out of the ATM. Is my card actually working? It's the first time I tried using it,declined_cash_withdrawal
1573,How old do my kids have to be use this?,age_limit
2070,My top-up has not posted.,pending_top_up
3076,"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",getting_virtual_card
9308,"I want to activate my card, how do I do it?",activate_my_card
3669,I need to change my address in the personal details.,edit_personal_details
4281,i need to top up by card.,topping_up_by_card
177,"I got my card now, how do I make it show up in the app?",card_linking
6374,"Hi, I was at a restaurant later the week and when I went to look at my account I noticed that I got charged twice. I would like to get my money back from one of those transactions.",transaction_charged_twice
2311,Do I need to use a limit on top-ups?,top_up_limits
4351,What number of transactions can i do with one disposable card?,disposable_card_limits
4762,How do I dispute a direct debit that I didn't do?,direct_debit_payment_not_recognised
8887,Help!  The app says I took out cash but I didn't!,cash_withdrawal_not_recognised
6484,What are the sources for the funds in my account?,verify_source_of_funds
4626,How can I tell if an AMT will take this card?,atm_support
9203,How do I activate my new card I just got?,activate_my_card
2310,Can I use as many top-ups as I want?,top_up_limits
95,Can you help me track my card?,card_arrival
9487,Why was there a fee with my cash withdrawal?,cash_withdrawal_charge
157,"lost card found, want to put it back in app",card_linking
5741,My statement has not shown my refund.,Refund_not_showing_up
578,My contactless is not working,contactless_not_working
2662,My top up was denied in the app.,top_up_failed
4173,Can I get a Visa or does it have to be something else.,visa_or_mastercard
9811,Can you tell me what i need for the identity check?,verify_my_identity
2632,My card was charged more than expected.,card_payment_fee_charged
2133,I'd like to make a new PIN selection.,change_pin
4681,There is a direct debit fee in the App that I didn't do.,direct_debit_payment_not_recognised
2588,The exchange rate for my withdrawal isn't correct and doesn't match the actual exchange rate.,wrong_exchange_rate_for_cash_withdrawal
1807,How can i get new card?,contactless_not_working
7582,How do I use bank transfer to top up my account?,transfer_into_account
249,What fiat currencies are used for holding transactions?,fiat_currency_support
1938,It appears my top-up is still pending.,pending_top_up
1214,Why isn't my ID being verified?,unable_to_verify_identity
3304,I deposited cash but it isn't showing up in my account,balance_not_updated_after_cheque_or_cash_deposit
9103,Are there going to be fees from adding money with an international card?,top_up_by_card_charge
1319,Is it possible to get a Visa here?,visa_or_mastercard
4371,How can many disposable cards can I have per day?,disposable_card_limits
6607,How long does a European transfer take?,transfer_timing
789,"I got cash from an ATM earlier but it shows up as pending in the app. How can this still be pending, I already received the cash?",pending_cash_withdrawal
1390,I want to exchange USD and GBP with the app,exchange_via_app
1186,"Since my id hasn't been verified, when can I use my account?",why_verify_identity
263,Can you tell me what currency I can have?,fiat_currency_support
439,What if there is an error on the exchange rate?,card_payment_wrong_exchange_rate
8431,Can you help me get a disposable virtual card?,get_disposable_virtual_card
337,Why are there limits on auto top-up?,automatic_top_up
7732,"I just tried to top-up and now I'm getting an additional verification message, why?",verify_top_up
2556,Please tell me why I was charged additionally when I used the card.,card_payment_fee_charged
2592,The see the rate applied to my transaction was wrong at the atm.,wrong_exchange_rate_for_cash_withdrawal
6069,I have a transfer that is pending.,pending_transfer
2271,I receive my salary in GBP. Do I need to configure this somehwere?,receiving_money
6502,Can I see the source of my available money?,verify_source_of_funds
2270,What if I need my salary in a different currency?,receiving_money
4864,How can I reset the passcode if I need to do that?,passcode_forgotten
8888,"Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.",cash_withdrawal_not_recognised
4588,Can I get money out of any machine?,atm_support
8917,"I think someone might have a copy of my card because a 500 dollar withdrawal was made, and it wasn't me. Can you please help?",cash_withdrawal_not_recognised
5362,What do I do if my smart phone was stolen?,lost_or_stolen_phone
9506,Why did withdrawing money cost me extra?,cash_withdrawal_charge
1730,The card got declined twice when I tried to use it to buy something online yesterday.,declined_transfer
1163,Is there an auto top up option?,automatic_top_up
561,I purchased an item and the exchange rate was wrong,card_payment_wrong_exchange_rate
1150,how to change name,edit_personal_details
731,How can I tell what the limit is to top-ups?,top_up_limits
5857,I NEED HELP WITH MY CARD!!!!! please. It keeps getting declined when I try to use it. I have tried a few times to use it and it keeps getting rejected. I have no idea why.,declined_card_payment
3577,A payment shows up on the app that I never made.,card_payment_not_recognised
2849,I just did a money transaction but its not showing they received it,transfer_not_received_by_recipient
6781,"I bought something and received it, but the payment went back to my account. Is the seller okay?",reverted_card_payment?
2166,How do I do a successful transfer to an account?,beneficiary_not_allowed
8770,Hello I have a UK account.  Can you please check if everything is alright with it?  I made a transfer a couple hours ago but it doesn't show up yet.,balance_not_updated_after_bank_transfer
629,is there a fee for a transfer? if so how much will it be?,top_up_by_bank_transfer_charge
7377,can my husband open an account and transfer money,receiving_money
6706,What are the time frames for the money to be available in my account?,transfer_timing
6571,can i see money source?,verify_source_of_funds
3830,Can I make transfers before my identity verification?,why_verify_identity
2914,I took cash and got charged a fee,cash_withdrawal_charge
9033,Please tell me what the exchange fee is.,exchange_charge
2738,How long do transfers typically take? Is there a way of speeding the process up? My friend needs the money I sent her desperately.,transfer_not_received_by_recipient
4257,"I attempted to top up using my card, but now the money just disappeared?",topping_up_by_card
7578,Can you please explain how to transfer money using the bank transfer process?,transfer_into_account
7255,I did a transfer and I was charged a fee that shouldn't be there!,transfer_fee_charged
8834,Help! I just realised someone has apparently withdrawn money using my card! It's from some odd remote town where I definitely haven't been. Please freeze it immediately!,cash_withdrawal_not_recognised
875,I pulled cash from the ATM earlier. Why is it still pending if I already have the cash?,pending_cash_withdrawal
2996,How do I top up with Apple Pay?,apple_pay_or_google_pay
513,How old do my kids have to be to use your service?,age_limit
9125,Is USD free to top up with a US card?,top_up_by_card_charge
3749,"My details need to be changed, how can I do so?",edit_personal_details
1621,Is there a limit for age?,age_limit
2096,My credit card cancelled a payment for a purchase.,reverted_card_payment?
1238,Can I add money in intervals to my account?  I will be traveling.,automatic_top_up
8225,Foreign currency rates were put in wrong at an ATM i used.,wrong_exchange_rate_for_cash_withdrawal
1295,May I choose between Visa and Mastercard?,visa_or_mastercard
282,i need my card quick,card_delivery_estimate
1749,For what reason was my transfer declined?,declined_transfer
1778,Where can I see the refund in my account,Refund_not_showing_up
4891,"Disaster, I've totally forgotten my passcode, can you help me?",passcode_forgotten
1696,I forgot my PIN number.,pin_blocked
7063,Will a beneficiary not accept a transfer?,beneficiary_not_allowed
2371,I tried taking out 30 pounds from the ATM just now and it only gave me 10. Why would it do that? I need the 30 pounds now!,wrong_amount_of_cash_received
2652,My top up failed.,top_up_failed
8556,Why did the top-up fail?,top_up_failed
3921,The app is not able to realize that it is me.,unable_to_verify_identity
3200,I put some money in my account the other day but now its gone? Why is this?,top_up_reverted
6195,I want to close my account. The service you provide is unsatisfactory to me.,terminate_account
4381,I have to make several disposable cards per day.,disposable_card_limits
3524,I need to freeze my card as soon as possible. I just checked my account and saw that there have been several payments that I don't recognize over the course of a few days. Can we investigate and get my money back?,card_payment_not_recognised
126,"I bought something, but the exchange rate looks wrong.",card_payment_wrong_exchange_rate
1036,How long will I have to wait for my new card?,card_delivery_estimate
2799,I tried doing an in country transfer earlier this week. I thought it would be there by now but I still don't see the money. Can you check the status on my transfer?,transfer_not_received_by_recipient
1014,How long until my card will get here?,card_delivery_estimate
2104,Why has my card payment been reverted?,reverted_card_payment?
5904,My card payment is being declined and I've tried several times.,declined_card_payment
7125,Why can't you allow my beneficiary?,beneficiary_not_allowed
2611,I paid with my card and I was charged a fee,card_payment_fee_charged
5918,My card did not work at store.,declined_card_payment
9774,How do I verify my identity online,verify_my_identity
1962,My top-up didn't go through; it still says pending. What's up with that?,pending_top_up
9068,Is there a charge for topping up by card?,top_up_by_card_charge
3809,What is the function of the identity check,why_verify_identity
417,The exchange rate was incorrect for an item I bought.,card_payment_wrong_exchange_rate
2296,How many top-ups can be approved?,top_up_limits
6404,"I went to the store and tried to make a purchase.  The first time, it was declined, but the second one went through.  But my App shows me that I've already been charged once and the second charge is still pending.  Can you make sure that I'm not charged twice?",transaction_charged_twice
716,Why does my transaction have an added fee?,extra_charge_on_statement
986,Where is my card accepted?,card_acceptance
5376,Can I request a refund,request_refund
6840,Please tell me why the purchase I made online returned payment. I really wanted this item and I've been trying for 2 weeks.,reverted_card_payment?
8464,What are the benefits of a disposable card?,get_disposable_virtual_card
2942,"When my card expires, will I get a new one mailed to me?",card_about_to_expire
823,I paid with card and I think there was a fee applied.,card_payment_fee_charged
3434,I deposited cash into my account and I'm having trouble seeing it on my account.,balance_not_updated_after_cheque_or_cash_deposit
1075,When will it get delivered?,card_delivery_estimate
7188,I found a transfer fee - is that correct?,transfer_fee_charged
9797,How do I go through the identity checks?,verify_my_identity
103,When will my new card arrive?,card_arrival
7873,Am I allowed to carry an additional card?,getting_spare_card
4317,How do I go about transferring money using my credit card?,topping_up_by_card
4757,There's a payment showing in the app today even though I have not used my card at all. I want a refund.,direct_debit_payment_not_recognised
4842,I don't remember my login code,passcode_forgotten
8554,Could you please recommend what I should do if my card keeps getting declined?  I planned to top-up today but I am unable to get it to work.  I need a fast solution to this problem.,top_up_failed
1907,Please delete my account.,terminate_account
3956,I am having trouble with the app recognizing me.,unable_to_verify_identity
2401,What happens if the ATM doesn't give the right amount of money?,wrong_amount_of_cash_received
1813,Are my contactless settings correct? I tried to use it today but it wasn't working.,contactless_not_working
1176,What is the point of an identity check?,why_verify_identity
1472,Does the app allow for exchanges between currencies?,exchange_via_app
1249,where in the app can i find out about my new pin,get_physical_card
