id,utterance,intent
5497,i need boarding pass,getboardingpass
6668,i need a proof of insurance for one of car,getproofofinsurance
11876,ok i have tried and updated latest version now my software working perfectly thank you robin,softwareupdate
9456,i need to change the street name in my address record,updateaddress
4629,i forget what my seat number is for my flight tomorrow,getseatinfo
110,i would like to have 2 pizza,orderpizzaintent
11844,what is the procedure to summit my expenses,expensereport
3023,4 southwest buttermilk crispy chicken salad,ordersaladintent
6064,hi i need a proof of insurance for one of my car,getproofofinsurance
3074,i need 2 agua frescas,orderdrinkintent
3870,check my seat assignment and decide to change,changeseatassignment
780,i want lemonade large,orderdrinkintent
10421,i have change address,updateaddress
7211,i need a proof of insurance for one of cars,getproofofinsurance
10179,hello i would like to report a stolen credit card,reportlostcard
4136,i need to check my seat assignment sam,changeseatassignment
10489,i use outlook i need software updates,softwareupdate
11396,i would like to report my travel expenses,expensereport
10208,check my account balance and tell me banks routing number,checkbalance
6151,hi sir i need a insurance for my one cars,getproofofinsurance
3197,4 big breakfast with hotcakes 3 buttermilk crispy tenders,orderbreakfastintent
7252,hi i need a insurance proof can you help me,getproofofinsurance
7910,i would like to place the request of insurance proof of my registered car,getproofofinsurance
10241,i lost my credit card,reportlostcard
734,yes one lemonade,orderdrinkintent
6332,i need a copy of insurance,getproofofinsurance
7219,i need proof of my insurance about my car,getproofofinsurance
8923,i lost my credit card in shopping mall can you help me to how can i get it back,reportlostcard
12982,new cable service,startserviceintent
7813,i need a proof of insurance for the car,getproofofinsurance
12358,i want to new cable service connection,startserviceintent
3548,i wants to book a ticket flight,bookflight
7949,i am reaching you to get the details of insurance card for my car,getproofofinsurance
712,one italian sausage and big topping tomato cheese,orderpizzaintent
7392,the status of your claim,checkclaimstatus
7942,i want insurance proof copy,getproofofinsurance
8264,i want order checks,orderchecks
10947,hi siri will ordering keyboards sir,startorder
5159,i need to book a ticket for flight,bookflight
1410,i need 2 art lover,orderpizzaintent
9226,i have credit card bill charge to removed,disputecharge
7454,my i phone screen is cracked,reportbrokenphone
7864,i need a proof of insurance for one of car,getproofofinsurance
1404,i need 2 green stripe,orderpizzaintent
5809,please help me to check seat assignment,changeseatassignment
11979,i want to report for the travel expenses,expensereport
13441,i need intrnet service,startserviceintent
10727,i want reimbursed my expense please help with that,expensereport
8762,i want to change the address on my account please,updateaddress
6344,i ask the fixing the screen,reportbrokenphone
9528,i want check my account balance,checkbalance
11595,i want to update skype,softwareupdate
10836,i use outlook i need software updates,softwareupdate
5514,i wants to change my seat,changeseatassignment
3133,i want 2 green stripe pizza,orderpizzaintent
2625,1 double cheeseburger and 4 piece chicken nuggets,orderburgerintent
2403,add one more item one lemonade and one soda please,orderdrinkintent
10714,hike app not opened and message not send properly,reportbrokensoftware
2922,need meat eater with pepperoni toppings pizza nad blue moon beer,orderpizzaintent
2071,i need 1 tomato mozzarella salads 1 sea salt cookie desserts,ordersaladintent
12208,i want to update my,softwareupdate
13980,i would like to purchase cables,startserviceintent
7937,i need proof of insurannce for my car,getproofofinsurance
8268,im trying to close my savings account,closeaccount
1577,for each sig pizza,orderpizzaintent
7867,i need a proof of insurance for one car,getproofofinsurance
303,yes i need 1 vanilla shake and 1 chocolate shake,orderdrinkintent
7054,status of my claim,checkclaimstatus
6477,i need a proof of insurance for my car,getproofofinsurance
1550,tomato mozzarella salad,ordersaladintent
6790,i need to know about the status of your claim,checkclaimstatus
5118,please send me boarding pass,getboardingpass
8932,ok i want close this account,closeaccount
8118,need to check my balance,checkbalance
2601,and need 1 classic chicken sandwich,orderburgerintent
695,i like is asiago croutons,ordersaladintent
14511,like to purchase cable service,startserviceintent
6592,i want my car insurance proof,getproofofinsurance
8242,ask to transfer money from one account to another,transfermoney
7503,i need status of claim can you help me,checkclaimstatus
7488,i need a copy of insurance for my car,getproofofinsurance
9342,my credit card was burst,reportlostcard
9740,haii need change address,updateaddress
3579,i need my boarding pass please send it to my email,getboardingpass
2972,yes i need 1 coccacola,orderdrinkintent
7570,i need a proof of insurance for my car,getproofofinsurance
3456,could you please send my boarding passes,getboardingpass
3059,2 diet coke,orderdrinkintent
12267,want to purchase new cable,startserviceintent
7529,need a proof of insurance for my car,getproofofinsurance
2451,sure a 2 liter diet coke,orderdrinkintent
1720,highrise dough pizza with classic red sauce mozzarella artichokes salame arugula olives smoked ham,orderpizzaintent
13072,i like to see my current cable bill,viewbillsintent
4991,hi i wanted to check seat assignment for my upcoming flight,changeseatassignment
6936,need a proof of insurance for one of your car,getproofofinsurance
8260,yesterday my credit card was stolen someone,reportlostcard
12544,i want to purchase internet service,startserviceintent
5338,i want to know my seatno,changeseatassignment
2614,add one more 2 coke,orderdrinkintent
4270,please send my boarding pass to my email id,getboardingpass
3025,i think that classic caser,ordersaladintent
967,i need vanilla milkshake,orderdrinkintent
4,3 meat eater pizza,orderpizzaintent
10256,some amount debited my card without reason,disputecharge
7992,i would like to get a proof of insurance for my car,getproofofinsurance
14269,i want new cable service,startserviceintent
8659,can i have a balance account,checkbalance
12391,hi i want to get a new internet connection,startserviceintent
8190,id like to report an error in my credit card bill,disputecharge
3321,yes add 2 tomato mozzarella,orderpizzaintent
12752,i want to signup for a new internet connection,startserviceintent
2094,olive oil brownie,orderdessertintent
1779,2 sea salt cookie,orderdessertintent
11117,i am experiencing issue with my outlook,reportbrokensoftware
2590,i like to order 3 art lover and 2 lemonade please,orderdrinkintent
12824,hi i want to signup for a new internet connection,startserviceintent
12237,i would like to sign up new service,startserviceintent
10374,extra charged 50,disputecharge
2364,ok classic caesar,ordersaladintent
13085,im looking for a new service,startserviceintent
2515,i need 2 veg out pizza,orderpizzaintent
11163,my application is not working as expected help me,reportbrokensoftware
10739,i want to claim travel expenses,expensereport
5971,hi i want to know my seat assignment,getseatinfo
7756,i need a proof of insurance for one of car,getproofofinsurance
7277,i want need to proof of insurance my car,getproofofinsurance
1609,some drinks i need,orderdrinkintent
10457,i want to update 500,softwareupdate
4743,i want to check my seat,changeseatassignment
14423,like to purchase,startserviceintent
8829,my credit card is missing,reportlostcard
8582,my credit card was missing can you help me,reportlostcard
2686,i want one red vine with arugula fresh fruit,orderpizzaintent
13959,i need to know the price for this plan,getinformationintent
10248,i want to change my address,updateaddress
5057,i need to know about my seat assignment,changeseatassignment
8869,and i need to order new card for the same because the old one is expired,replacecard
6093,proof of insurance my car,getproofofinsurance
12061,wait i will check for update,softwareupdate
2865,hey i would like a crumbled meatballs pizza,orderpizzaintent
7477,my iphone screen was just cracked,reportbrokenphone
536,yes 1 smore pie,orderdessertintent
5380,i need a boarding pass,getboardingpass
1591,yes i want world famous french fries,ordersideintent
11529,i want to new order for musical instruments,startorder
49,i want more cheese,ordersideintent
11779,i want to new software update,softwareupdate
8009,i want status for my claim,checkclaimstatus
3253,add 2 tea please,orderdrinkintent
7120,i would like to get a proof of insurance for one of my cars,getproofofinsurance
2127,i order to beer wine,orderdrinkintent
961,2 big mac,orderburgerintent
4781,check my seat,getseatinfo
13950,like to purchase cable service,startserviceintent
8506,hello my credit card was stolen,reportlostcard
11403,my travel expenses very high,expensereport
2698,i like to order 2 bacon smokehouse buttermilk crispy chicken sandwich,orderbreakfastintent
13116,want to purchase new cable,startserviceintent
11600,i have an application not working as expected,reportbrokensoftware
11528,im looking to repot my travel expenses,expensereport
1935,yes 2 soda please,orderdrinkintent
11183,outlook is getting slow,reportbrokensoftware
5109,i need boarding pass,getboardingpass
12667,i wand a new cable connection,startserviceintent
4789,i need a boarding pass,getboardingpass
1654,i want 2 applewood bacon pizza,orderpizzaintent
12467,i want new internet service,startserviceintent
13888,i need information about my bill,viewbillsintent
14392,i want to purchase internet,startserviceintent
6389,i want know proof of insurance for my car,getproofofinsurance
3721,i want to book a ticket for me,bookflight
9673,tranfered to another ac,transfermoney
485,i want a wine,orderdrinkintent
13135,i need a new internet connection,startserviceintent
11015,i would like to reimburse for travel expenses,expensereport
12788,i need internet connection,startserviceintent
5024,check my seat assignment,changeseatassignment
10654,i like to report my travel expenses,expensereport
10425,i want change address,updateaddress
11889,i want to reimbursement my expenses please help me,expensereport
13202,please give connection as quick as possible,startserviceintent
11973,before i place an order do you have any deals on any of the keyboards,getpromotions
158,i need 2 veg pizza,orderpizzaintent
169,i like to 1 red vine pizza,orderpizzaintent
11472,i want to update my outlook,softwareupdate
10376,i want to check my account balance,checkbalance
12915,i need new service connection,startserviceintent
1214,i want 2 green stripe 	 pizza,orderpizzaintent
9936,i want to transfer this money to another account,transfermoney
824,yes i want a double cheese,orderburgerintent
13294,i need internet,startserviceintent
11108,i want check the global status of servers,checkserverstatus
12193,i need reimbursed travel expenses,expensereport
4008,am i able to change to middle row seat or aisle seat,changeseatassignment
11157,i need some keyboards for me,startorder
10251,hi have transfere money form one ac to another,transfermoney
5299,sent me boarding pass to my mail id,getboardingpass
2257,yes 1 lemonade and 2 tea,orderdrinkintent
11134,i want to update my expenses please help me,expensereport
9566,i have change address,updateaddress
9895,please debit error bill on my credit card,disputecharge
6420,let me know my status cliam,checkclaimstatus
4614,i would like a window seat if one is available,changeseatassignment
10325,i lost my credit card todayplease help me,reportlostcard
6722,i need a status of my claim,checkclaimstatus
12361,i want new cable service,startserviceintent
6781,i need a proof of insurance for my new car,getproofofinsurance
6829,what about insurance claim status,checkclaimstatus
10829,hecking the global status of servers,checkserverstatus
11398,i just want to reimburse my travel expenses,expensereport
3726,i need a boarding pass,getboardingpass
13638,robinhope you have good plans for cable service,startserviceintent
9276,i want close my account,closeaccount
161,add 1 sea salt cookie,ordersideintent
40,i want one bacon smokehouse burger,orderburgerintent
654,one sea salt cookie,orderdessertintent
10016,i want to change my address on my associated credit card,updateaddress
3515,boarding pass to be sent to your email address or phone number,getboardingpass
10300,yes i need to order checks,orderchecks
1456,bacon ranch grilled chicken salad,ordersaladintent
3304,sea salt cookie dessert,orderdessertintent
5185,check my seat assignment,changeseatassignment
108,bacon ranch salad with buttermilk,ordersaladintent
8447,i want to report for lost of my credit card,reportlostcard
7719,i need insurance proof of my car,getproofofinsurance
2564,with drinks combo offer,orderdrinkintent
7579,i need insurance proof of my car,getproofofinsurance
1769,and also i need drinks strawberry shake,orderdrinkintent
5450,i already book a ticket but change a seat,changeseatassignment
9661,i want to change my address,updateaddress
11762,i want to order some musical instruments,startorder
7991,i want information about insurance for my car,getproofofinsurance
12035,in my company skype not working properly,reportbrokensoftware
10945,i want check the status of servers,checkserverstatus
551,and 3 lemonade,orderdrinkintent
4065,i need to know about my seat assignment,changeseatassignment
11510,outlook is not working,reportbrokensoftware
13172,i need a internet connection for my home,startserviceintent
3436,please check upcoming flight seat assignment,changeseatassignment
12897,i want new cable service,startserviceintent
7722,i need a proof of insurance for one of car,getproofofinsurance
329,i would like a pizza with applewood bacon pepperoni seasonal veggie ovalini mozzarella and spicy red sauce,orderpizzaintent
10416,my credit card was expiry i am apply new card,replacecard
2114,sorry i want a lemonade,orderdrinkintent
9917,hello id like to find my account balance,checkbalance
5016,i already booked the ticket now i changed the seat,changeseatassignment
7206,i need a insurance copy of my car,getproofofinsurance
10413,my card missing so please close,reportlostcard
10217,and i need to order some checks also can you do it,orderchecks
9911,i want transfer money from my account to another account,transfermoney
11130,skype new version updated,softwareupdate
4615,and please dont forget to send me boarding pass,getboardingpass
9505,i want transfer money to other account,transfermoney
6401,i need a status of my claim,checkclaimstatus
12778,i want new cable service,startserviceintent
11199,i am use outlookdidnot msg sent,reportbrokensoftware
3787,i am in need to know my seating arrangement for my upcoming trip,changeseatassignment
14114,hi i wants to purchase internet,startserviceintent
9675,i need new card,replacecard
8868,kindly tell me the banks routing number,getroutingnumber
9588,an error in my credit card bill,disputecharge
104,and i like to order 1 meat eater and 1 art lover please,orderpizzaintent
10782,report travel expences,expensereport
8233,my credit card bill shows an error,disputecharge
3155,and red sauce dollops,ordersideintent
2733,yes i like to 1 soda,orderdrinkintent
759,i like to have order pizza,orderpizzaintent
10663,when you are done with that can you also tell me of any new promotions or products,getpromotions
8291,i would like to change my address to new,updateaddress
14394,i want to purchase internet,startserviceintent
8874,need to check my saving account balance,checkbalance
9828,i want to check my account balance,checkbalance
8209,i want you to remove the charges of that bill,disputecharge
8081,i wants to know about my claim,checkclaimstatus
2340,i would like to have a pizza with pepperoni arugula red onions goat classic red sauce,orderpizzaintent
3819,i want check my seat assignment,changeseatassignment
9457,hai my credit card is lost so please close,reportlostcard
13564,i want new cable service,startserviceintent
5737,i need a boarding pass,getboardingpass
3830,i need to boarding pass could you send me email address,getboardingpass
11040,i need psrew 400 keyboard,startorder
5193,i want my boarding pass can you able send me,getboardingpass
7554,i need a proof of my car insurance policy,getproofofinsurance
9430,yes i need to change my address on my account kindly help me out,updateaddress
8417,i would like to order a new card,replacecard
4687,i need my boarding pass,getboardingpass
6696,i need a proof of my car insurance,getproofofinsurance
2553,no add 2 agua frescas,orderdrinkintent
10452,i want to reimbursement my expense,expensereport
13242,what are the pricing options for those plans,getinformationintent
4982,i need a boarding pass,getboardingpass
13328,i wannt to sign up for a new service,startserviceintent
6163,i need a proof of insurance for my cars,getproofofinsurance
7877,i need my car insurance proof,getproofofinsurance
633,i need 2 veg out pizza and 1 tea,orderpizzaintent
12349,i would like to order a internet connection,startserviceintent
13986,i want cable internet connection,startserviceintent
11221,i want to update travel expenses please help me,expensereport
8888,hi team i want to order new card due to my old card was expired,replacecard
11337,i can set up new recurring orders,startorder
10110,fine transfer 50 to another ac number 1234,transfermoney
3401,i would like to have 2 pizzas,orderpizzaintent
3841,my seat assignment,changeseatassignment
8130,i want to file a report on credit card charges,disputecharge
9283,kindly order new card,replacecard
5028,i want to book a one way flight,bookflight
12096,i want software update,softwareupdate
4547,could you please help me to book a plane ticket,bookflight
12554,i want to see my bill,viewbillsintent
137,i would like to order 2 pizza,orderpizzaintent
10350,transfer a money to another account,transfermoney
14063,i want sign up my new service,startserviceintent
9203,hello i want to check my account balance,checkbalance
7560,i would like to get a proof of insurance for my car,getproofofinsurance
12429,i want to purchase new cable,startserviceintent
731,i need a 1 meat pizza,orderpizzaintent
9977,i have to lost my credit card so kindly please get back me to new one,reportlostcard
13567,i want to purchase a new cable service with phone facility,startserviceintent
9961,i want to change my address on credit card,updateaddress
3489,i need to my seat assignment,getseatinfo
12300,i need a phone service,startserviceintent
5858,i wants to book a flight,bookflight
14105,i need a canle a connection,startserviceintent
13793,i want new cable service,startserviceintent
815,i need 1 meat eaters and 1 veg out pizza,orderpizzaintent
12025,i want to update my expenses,expensereport
12898,want to purchase new cable,startserviceintent
5601,ok i want to change for a window seat if its possible,changeseatassignment
6486,i need a proof of insurance for my car,getproofofinsurance
5437,i need to check my seat assignment,changeseatassignment
10422,also may i know the current offer in my card,checkoffereligibility
13813,i need a new cable connection,startserviceintent
12641,like to purchase,startserviceintent
5728,check my seat assignment,getseatinfo
625,i need 2 veg out pizza,orderpizzaintent
802,i need 2 veg out pizza please,orderpizzaintent
9413,i have lost my credit card,reportlostcard
5252,i want check my seat assignment,changeseatassignment
2261,yes i need 2 cokes,orderdrinkintent
10805,i like to report my travel expenses,expensereport
6233,my iphone was cracked in just now i have a insurance for my mobile can you fixing this problem,reportbrokenphone
7747,i need a proof of insurance for one of my car,getproofofinsurance
1209,please add 4 each for the items soda lemonade agua frescas,orderdrinkintent
1348,ill just order a salad instead,ordersaladintent
1522,yes add 1 lemonade and 1 tea,orderdrinkintent
13853,internet service connection,startserviceintent
12366,i want new cable service,startserviceintent
5296,i need a boarding pass,getboardingpass
7868,my iphone screen just cracked,reportbrokenphone
10420,hai i want change my address,updateaddress
9495,i need to reverse the extra charges applied my credit card bill,disputecharge
11716,i have problem in skype,reportbrokensoftware
4986,as well as check my seat assignment,changeseatassignment
12446,i wanted to view my bill of my cable service,viewbillsintent
4552,yes great can you please send my boarding pass to my mail id,getboardingpass
13531,i need to new internet connect,startserviceintent
11266,i just need some keyboards,startorder
757,add 1 classic caesar please,ordersaladintent
781,i like to order pizza with bbq chicken,orderpizzaintent
13900,let me know the plan details,getinformationintent
13990,i want a new cable service,startserviceintent
359,yes one soda and one tea,orderdrinkintent
112,yes add 1 lemonade and 1 classic caesar and 1 sea salt cookies along with my order,orderdrinkintent
10795,i have an issue in my skpe app,reportbrokensoftware
4173,i wants to book a ticket but i change my seat,bookflight
9689,and my another credit card was expired so kindly provide me new one,replacecard
1541,1 side salad,ordersaladintent
6075,now i need one of the proof of insurance of my one car,getproofofinsurance
12767,i want new internet connection,startserviceintent
12939,i want internet service help me,startserviceintent
11715,i want to do recurring orders,startorder
9708,i have changed address,updateaddress
1833,i want a medium pepperoni pizza with bacon and a large coke,orderpizzaintent
9303,report an error in your credit card bill and ask to have the charge removed,disputecharge
2438,beer wine 2,orderdrinkintent
12926,i need a cable connection,startserviceintent
1300,i want lemonade 2,orderdrinkintent
2380,yes 2 tomato mozzarella,ordersaladintent
10257,i need to check my account balance,checkbalance
6100,my iphone screen has got damaged,reportbrokenphone
3602,i need a boarding pass,getboardingpass
10099,i lost my credit card,reportlostcard
9080,i need credit card bill card to removed,disputecharge
13810,i wish to have a glance of my cable bill,viewbillsintent
14257,new cable sevice,startserviceintent
9175,hello id like to order a new card,replacecard
3072,yeah i want 2 pizza capricciosa and 2 cool drinks,orderpizzaintent
7469,i need a proof of insurance for one of your cars,getproofofinsurance
8870,yes my credit card was stolen can you help me out from that,reportlostcard
13119,i would like to buy 10 gb plan,startserviceintent
4308,i need a boarding pass,getboardingpass
155,1 tomato mozzarella salad,ordersaladintent
7649,i would like to know the status of my insurance claim,checkclaimstatus
3938,i need a boarding pass,getboardingpass
6920,i need a proof insurance of my car,getproofofinsurance
4638,i want to know my seat no,changeseatassignment
12763,i want to new cable service,startserviceintent
14513,i need a cable connection,startserviceintent
3069,2 coca cola,orderdrinkintent
4603,i need boarding pass,getboardingpass
7407,i need insurance proof copy,getproofofinsurance
779,just need 3 sea salt cookies,ordersideintent
7891,my claim status,checkclaimstatus
12309,i need internet,startserviceintent
4853,i want to check my seat assignment can you assist me,changeseatassignment
10841,i want to replace some orders from my store,changeorder
1132,i need order pizza,orderpizzaintent
11202,sir i need new recurring orders increase the keyboard models,changeorder
11617,my skype not working,reportbrokensoftware
3529,i want check my seat assignment,changeseatassignment
8712,please cancel financial charge of 5 in my credit card statement for last month,disputecharge
8812,id like to report my credit card as lost or stolen,reportlostcard
11323,i want to a software update,softwareupdate
7790,my iphone was cracked in just now i have a insurance for my mobile can you fixing this problem,reportbrokenphone
10721,i want to update my outlook,softwareupdate
9286,i want that charge remove if you can please,disputecharge
7731,i need your help to know the status my insurance claim,checkclaimstatus
6891,i need a proof of insurance for my car,getproofofinsurance
11406,yeah pls find attached file for the receipt,providereceipt
12229,i want a new cable service,startserviceintent
958,quarter pounder with cheesedouble quarter pounder with cheese,orderburgerintent
7736,i need a prrof for one of my car insurance from this company,getproofofinsurance
14136,i want to signup for a new internet connection,startserviceintent
3415,i like to have a pizza,orderpizzaintent
9179,hi i want to change address in my credit card,updateaddress
1698,can i order a mcchicken sandwich and small fry,orderburgerintent
7723,i want replace my phone,reportbrokenphone
3535,please send my boarding pass,getboardingpass
10968,my skype not working,reportbrokensoftware
11475,my hotel bill is more expensive,expensereport
14449,i need a new service,startserviceintent
7154,i need a status of claim insurance,checkclaimstatus
3048,and one lemonade,orderdrinkintent
12818,i am need new cable service,startserviceintent
9847,i lost my credit card can buy new credit card,reportlostcard
2024,yes i like to drinks with 1 lemonade,orderdrinkintent
2358,oh one sea salt cookie is ok,orderdessertintent
1886,i need to built my own pizza,orderpizzaintent
14211,what is the price of 10 gb,getinformationintent
974,i need 2 veg out pizza,orderpizzaintent
3700,can i have my boarding pass,getboardingpass
1424,i need 1 meat eaters,orderpizzaintent
618,add one more 1 soda,orderdrinkintent
12510,hi i want internet cable connection,startserviceintent
4337,i need a boarding pass,getboardingpass
5843,can you assist me with my seat arrangement,changeseatassignment
8655,i want to change my address,updateaddress
1476,i would like to order sausage biscuit with vanila cone regular,orderdessertintent
9405,i want transfer money to another acccount,transfermoney
4953,check my seat assignment,changeseatassignment
2141,i wanted to order big mac and classic chicken sandwich,orderburgerintent
2772,i need to build own pizza,orderpizzaintent
10036,i would like to transfer money from one account to another,transfermoney
9979,i want transfer money to another account,transfermoney
10966,sir i want update my travel expenses,expensereport
6447,i need a proof of insurance for one of car,getproofofinsurance
12427,i want to get the bill of this month,viewbillsintent
11334,its upgraded now and its working fine,softwareupdate
6537,my iphone screen was cracked,reportbrokenphone
3629,i want to know my seat no,getseatinfo
1077,i want tea,orderdrinkintent
8249,i want to close my account,closeaccount
13499,i wanted to sign up for a new service rory,startserviceintent
5856,i need to book a ticket for flight,bookflight
11533,i need one serious help about my skype,reportbrokensoftware
10552,i want to puchase new musical instrument,startorder
8116,hi i wanted to inquire whether new lower rates as shown in ads are available to me,checkoffereligibility
4465,i need to check my seat,changeseatassignment
14155,i need internet,startserviceintent
10070,i lost my credit card,reportlostcard
4735,my boarding pass,getboardingpass
5149,can you please confirm the my seat assignment,getseatinfo
1846,i like to order 1 meat eater and 1 art lover please,orderpizzaintent
9849,my credit card lost today,reportlostcard
5115,check my seat assignment,changeseatassignment
11825,now i update latest version,softwareupdate
9664,please transfer 250 to 4825 this aacount,transfermoney
10242,i recently moved and need to update my address can you help with that,updateaddress
12040,i would like to report my travel expenses reimbursement,expensereport
6333,i need a proof of insurance for one of cars,getproofofinsurance
6002,i want check my seat assignment,changeseatassignment
7772,i need insurance proof of my car,getproofofinsurance
8531,please tell me my account balance,checkbalance
5133,i need a boarding pass,getboardingpass
9651,i want change my address,updateaddress
8180,i want to check my account balance,checkbalance
3816,check the seat assignment,changeseatassignment
10843,i want to update my outlook,softwareupdate
2876,one green strippe pizza,orderpizzaintent
5853,okay but i need aisle seat please,changeseatassignment
291,i need 2 cheese pizza,orderpizzaintent
10357,i made a purchase of 400 but it shows me a 450 on my credit card bill,disputecharge
891,1 agua frescas,orderdrinkintent
2067,i want bacon ranch grilled chicken salad,ordersaladintent
12840,i want to new cable service,startserviceintent
10771,need a set of keyboard,startorder
3213,with spicy red sauce,ordersideintent
1291,i need 2 veg pizza,orderpizzaintent
11674,i need checking the global status of servers,checkserverstatus
10164,i wanted to inquire whether the companys new lower rates that i saw in a commercial available to me,checkoffereligibility
6409,no old insurance,getproofofinsurance
4048,i need a boarding pass,getboardingpass
9649,change my address in my credit card,updateaddress
5453,check my seat assignment,changeseatassignment
8799,i lost my credit card last week,reportlostcard
2087,i need a fries regular one,ordersideintent
12742,i want a new internet connection,startserviceintent
2100,yes add 1 smore pie and 1 sea salt cookie,orderdessertintent
4265,hello i need to book a flight please,bookflight
10512,i need to update my expenses,expensereport
8405,i noticed an error on my credit card bill,disputecharge
4837,ask for my boarding pass to be sent to my email address or phone number,getboardingpass
4195,check my seat assignment,changeseatassignment
10501,i ma experiencing issue with my outlook it is freezing,reportbrokensoftware
6580,i need a proof insurance proof of my car,getproofofinsurance
6842,fixing the screen,reportbrokenphone
7399,need a proof of insurance for my policy,getproofofinsurance
11684,i want to order keyboards,startorder
3144,yes i like to have a pizza,orderpizzaintent
13127,may i know how much does it charge for 1 gb,getinformationintent
7788,my claim status,checkclaimstatus
9798,my card lost,reportlostcard
13704,i want to know purchase internet service,startserviceintent
9786,could you please remove the charge,disputecharge
12810,i need a internet connection,startserviceintent
5991,i need to know the seat assignment of my travel,changeseatassignment
7061,hi sirmy car have insuredso please send a proof of insurance copy,getproofofinsurance
14524,i would like to view my cable charges bill,viewbillsintent
8459,ok i want to change my address,updateaddress
4479,ok ok can u send my boading pass to my mailid,getboardingpass
13923,i want internet connection,startserviceintent
7251,i need a proof of insurance for my car,getproofofinsurance
969,i need 1 white top,orderpizzaintent
9931,hello casey i need to update the address on my account please,updateaddress
2723,i wish to order pizza for my own build,orderpizzaintent
4857,can i arrange for middle seat,changeseatassignment
4198,i want to book a flight,bookflight
9774,i need to ask for a new card i cant find mine,reportlostcard
2147,i like to have one pizza and tomato big topping cheese,orderpizzaintent
12714,i want to purchase internet,startserviceintent
1931,1 tomato mozzarella salad,ordersaladintent
3779,i need boarding pass,getboardingpass
8715,i would like to close my account,closeaccount
5141,i need to check my seat assignment,changeseatassignment
6127,i need proof insurance on my ford car,getproofofinsurance
9927,i want transfer my account to other account sir,transfermoney
3344,1 wild baby arugula romaine grape tomatoes,ordersaladintent
11421,please check my globel status for my spftwares,checkserverstatus
9441,i would like to check my account balance,checkbalance
9142,i have to report my card lost i need a new one,reportlostcard
10295,error in my credit card bill,disputecharge
13043,i want new internet connection,startserviceintent
14260,i need to new internet service,startserviceintent
11238,i update skype software sevice,softwareupdate
6311,i need status of claim,checkclaimstatus
3384,i need 1 link in and red vine,orderpizzaintent
13130,i want to new cable,startserviceintent
5798,i need to change my seat,changeseatassignment
10583,i want reporting my travel expenses,expensereport
3312,i need 1 art lover 2 veg out please,orderpizzaintent
143,1 veg out,orderpizzaintent
10900,checking the global status of servers,checkserverstatus
9862,i just wanted to update my address real quick can you help with that,updateaddress
11048,issue for missing periodic software updates,softwareupdate
10855,reporting travel expenses,expensereport
14395,i want to purchase internet,startserviceintent
11759,my skype application setting page is not respoding,reportbrokensoftware
957,"fruit n yogurt parfait 
 
 side salad",ordersaladintent
9699,i lost my credit card,reportlostcard
13145,i want new phone service,startserviceintent
3205,i need one veg out pizza,orderpizzaintent
14186,i got all information about this data plan,getinformationintent
14518,i want new cable service,startserviceintent
11107,i need to orders the new musical equipment,startorder
12315,i want to purchase internet,startserviceintent
4631,i want to know my seat no,getseatinfo
1453,i need one veg out pizza,orderpizzaintent
13469,i want new cable service,startserviceintent
9045,i have an error on my credit card bill,disputecharge
5675,i booked domestic oneway fly two days back,bookflight
12281,robin could you help me with the best phone service plan available with you,getinformationintent
6856,i need help in status of claim number,checkclaimstatus
2361,salad has to be parmesan grape tomatoes goat cheese balsamic vinaigrette,ordersaladintent
8910,i need to change my address in my saving account,updateaddress
3600,i need a boarding pass,getboardingpass
2352,add vegan cheese,ordersideintent
865,i want pizza with roasted seasonal veggies mushrooms red onion mozzarella gorgonzola red sauce dollops,orderpizzaintent
3386,i would like to have a pizza with applewood bacon red onions spinach goat and classic red sauce,orderpizzaintent
579,2 green stripe pizzas,orderpizzaintent
12768,my cable service,startserviceintent
9247,i need to change my on my ac,updateaddress
6685,what about my insurance claim status,checkclaimstatus
13045,i need new internet service,startserviceintent
3868,can you send boarding pass to me,getboardingpass
1595,i like to have a pizza,orderpizzaintent
13976,i want to purchase internet,startserviceintent
14520,want to purchase new cable,startserviceintent
2168,2 soda and 1 tea please,orderdrinkintent
4224,actually can i have a window seat,getseatinfo
9544,i have credit card lost,reportlostcard
6772,i need insurance proof of my car,getproofofinsurance
12501,can i know the best plan available at you for internet service,getinformationintent
8080,i need a insurance copy of my car,getproofofinsurance
4215,can i change it,changeseatassignment
8177,i want to report an error in my credit card bill,disputecharge
11113,checking the global status of servers,checkserverstatus
10204,i want to transfer money to another account,transfermoney
3659,my seat assignment,changeseatassignment
6841,i need a proof of insurance for one of the car,getproofofinsurance
7816,i want to claim insurance,checkclaimstatus
13310,i want to purchase a new cable,startserviceintent
9112,my credit card bill shows an error,disputecharge
5616,i wants to book a ticket flight,bookflight
10785,i want check the global status of servers,checkserverstatus
4872,i wants to book a ticket flight,bookflight
13314,i want know my bill,viewbillsintent
1659,one olive oil brownie,orderdessertintent
3682,check my seat assignment,changeseatassignment
8832,i want to close my old account 5214,closeaccount
5316,i need boarding pass,getboardingpass
7575,i need proof of insurance for my car can you help me with that one,getproofofinsurance
8559,i lost my credit card,reportlostcard
2060,meat eater 	 pepperoni crumbled meatballs red onion mozzarella red sauce,orderpizzaintent
12951,ineed internet service,startserviceintent
5202,hi i want to check my seat assignment,changeseatassignment
6298,i need proof of insurance in my car can you help me with that one,getproofofinsurance
